TDWG_name,TDWG_code,TDWG_L2,TDWG_continent,Country,Plants,Ants,Amphibians,Reptiles,Fish,Birds,Mammals,Spiders,GeodAREA,mainl,COASTAL,DistMainl,popdens2000,GDPpcRegion,bio_1_MEAN,bio_12_MEAN,LAT,LON,mean_110_plants,completeness_ants,mean_110_amphs,mean_110_mammals,mean_110_birds
Magadan,31_MAG_OO,31,Asia_Temp,Russia,222,NA,NA,NA,NA,1,5,NA,1179713.014,MAINL,1,NA,0.276485645,NA,-114.8924469,323.7297957,65.14920159,128.5394239,0.166888861,NA,1.599837825,5.629766302,3.029980883
Maine,75_MAI_OO,75,America_N,USA,889,2,1,0,3,6,9,14,84028.45905,MAINL,1,NA,14.77192937,38087,47.23646875,1070.016143,45.39587882,-69.22759999,24.74059651,90.9,66.93201904,42.33757333,93.84018131
Manitoba,71_MAN_OO,71,America_N,Canada,366,NA,NA,NA,1,4,7,2,650447.9044,MAINL,1,NA,1.771600081,33713,-26.28237176,476.1635799,54.92648933,-97.43005757,6.855563679,85.7,48.09980086,9.365787846,54.51482977
Macquarie_Is.,90_MAQ_OO,90,Antarctic,Macquarie_Is.,NA,NA,NA,NA,NA,9,0,NA,128.2713251,ISL,1,1948251.314,0,32602,43.62992126,955.3740157,-54.61329532,158.8921676,NA,NA,NA,NA,NA
Massachusetts,75_MAS_OO,75,America_N,USA,1496,5,1,2,6,7,10,21,21054.9405,MAINL,1,NA,295.7174818,53152,84.46192909,1167.199559,42.25862899,-71.80907678,NA,100,76.61215647,75.69311711,98
Mauritius,29_MAU_OO,29,Africa,Mauritius,31,35,2,15,15,23,12,NA,2055.545627,ISL,1,1739671.657,554.8621203,7772.1,224.5760657,1823.39695,-20.19562027,57.55521154,NA,NA,NA,NA,0
Mozambique_Channel_Is.,29_MCI_OO,29,Africa,Mozambique,NA,7,NA,NA,NA,0,0,NA,14.97029659,ISL,1,286575.4043,0,NA,265.0588235,1006.823529,-14.52701329,44.84032317,NA,NA,NA,NA,NA
Marcus_I.,62_MCS_OO,62,Pacific,Japan,NA,8,NA,NA,NA,0,0,NA,6.701067493,ISL,1,2659841.476,0,NA,256,1006,24.30723325,153.9526794,NA,NA,NA,NA,NA
Madagascar,29_MDG_OO,29,Africa,Madagascar,517,44,2,7,26,4,16,7,592996.4101,ISL,1,415606.4571,27.15092265,414.1,228.8273005,1383.706731,-19.37352737,46.70598974,22.76800541,96.7,9.982016746,7.757507639,23.97946573
Madeira,21_MDR_OO,21,Africa,Portugal,800,16,3,3,1,4,11,10,825.15434,ISL,1,636040.0033,276.6422416,19785.7,155.279965,664.5371829,32.76736726,-16.94699093,NA,NA,NA,NA,NA
Maldives,40_MDV_OO,40,Asia_Trop,Maldives,NA,1,1,2,1,0,7,NA,140.4571078,ISL,1,427550.3848,160.1542272,7013.4,274.9125,2018.65,3.371680936,73.25213838,NA,NA,NA,25,3.410852713
Michigan,75_MIC_OO,75,America_N,USA,1082,1,1,1,7,11,8,11,250782.2571,MAINL,0,NA,39.85455288,35965,63.32148281,811.743222,44.88051006,-85.7362084,12.06549812,100,45.04418534,57.25635595,96.63118738
Minnesota,74_MIN_OO,74,America_N,USA,613,NA,NA,NA,9,8,6,10,225023.2056,MAINL,0,NA,22.01075602,44340,47.41236792,674.2397836,46.34787407,-94.1991062,5.937707967,100,33.97491248,33.64018862,91.80081002
Mali,22_MLI_OO,22,Africa,Mali,53,NA,NA,NA,NA,1,6,NA,1252282.227,MAINL,0,NA,9.32872818,870.49,282.5922535,309.9140943,17.35036278,-3.524352079,6.268455852,83.3,0.289122675,1.41987236,0.435893395
Malawi,26_MLW_OO,26,Africa,Malawi,50,NA,NA,NA,5,0,9,NA,118523.8657,MAINL,0,NA,96.77526102,481.42,220.5144027,1090.510885,-13.21511579,34.30698695,20.7017534,49.2,3.559167124,8.736115604,17.81094804
Peninsular_Malaysia,42_MLY_PM,42,Asia_Trop,Malaysia,218,9,NA,NA,NA,8,10,2,131596.7961,MAINL,1,NA,134.2172937,NA,257.6307827,2551.56715,4.039530302,102.1715693,9.591078968,93.6,11.74778854,14.08120852,33.54115668
Singapore,42_MLY_SI,42,Asia_Trop,Singapore,221,8,1,6,77,33,9,NA,555.4440484,ISL,1,2442.30209,6193.555677,46596.7,268.8828968,2405.918336,1.351180381,103.8076536,NA,NA,0,2,0
Montana,73_MNT_OO,73,America_N,USA,584,NA,1,0,9,8,10,3,381003.2318,MAINL,0,NA,2.384598577,36316,51.37654007,417.0446556,47.03479245,-109.6239835,13.88674032,87,20.46398822,38.08782999,78.4943709
Maluku,42_MOL_OO,42,Asia_Trop,Indonesia,NA,11,NA,NA,NA,10,18,6,59736.04287,ISL,1,703673.5057,21.75069102,NA,250.7849944,2226.01574,-1.420618756,127.9904995,3.346287102,93.3,8.918867129,16.62625337,9.720068842
Mongolia,37_MON_OO,37,Asia_Temp,Mongolia,NA,NA,NA,NA,2,1,6,NA,1562952.752,MAINL,0,NA,1.601155083,3522.56,-1.066777115,196.6763285,46.83520929,103.083029,0.887649893,100,7.47044958,3.584563511,3.472284579
Morocco,20_MOR_MO,20,Africa,Morocco,410,12,0,2,18,0,4,2,403129.4027,MAINL,1,NA,71.13838112,3621.14,170.7926785,318.5686151,31.88356133,-6.31780089,17.48049467,100,16.07523785,10.94427622,19.42706759
Spanish_North_African_Terr.,20_MOR_SP,20,Africa,Spanish_North_African_Territories,NA,NA,NA,NA,NA,0,5,NA,58.50940569,MAINL,1,NA,2173.447848,NA,175.195122,538.5243902,35.65940058,-4.437063903,NA,NA,10.92682927,11.12195122,33.90243902
Mozambique,26_MOZ_OO,26,Africa,Mozambique,502,3,0,1,1,4,6,2,786425.4577,MAINL,1,NA,22.48686463,755,239.4749024,989.9436755,-17.26020232,35.55224706,9.80554381,80.3,5.548384654,5.811716882,9.644094814
Marion-Prince_Edward_Is.,90_MPE_OO,90,Antarctic,South_Africa,12,NA,NA,NA,NA,1,1,NA,338.046983,ISL,1,1715411.766,0,NA,42.57465278,2481.222222,-46.85955871,37.76015675,NA,NA,NA,NA,NA
Guam,62_MRN_GU,62,Pacific,Guam,833,30,5,6,2,9,10,2,578.6663532,ISL,1,2658696.083,257.8003996,41376,267.5902579,2351.018625,13.44403107,144.7758568,NA,NA,NA,NA,NA
Northern_Marianas,62_MRN_NM,62,Pacific,Northern_Mariana_Islands,372,29,1,5,2,7,9,NA,613.9767001,ISL,1,2232744.765,100.9820286,13600,260.1830239,1941.438992,16.25570463,145.5878321,NA,NA,NA,34.55759599,58.1836394
Marquesas,61_MRQ_OO,61,Pacific,French_Polynesia,720,27,NA,NA,NA,5,8,5,1086.533296,ISL,1,4753268.486,6.548329287,NA,280,1354.423888,-9.365536166,-139.5863238,NA,NA,NA,NA,0
Marshall_Is.,62_MRS_OO,62,Pacific,Marshall_Islands,87,17,0,4,1,1,8,9,129.2834864,ISL,1,3275700.871,22.32997669,NA,275.7597403,2860.785714,8.421679955,168.6103942,NA,NA,NA,NA,0
Maryland,78_MRY_OO,78,America_N,USA,1176,7,0,2,6,8,13,10,25931.21051,MAINL,1,NA,200.2899709,50789,121.938527,1075.343086,39.04679397,-76.79724029,NA,100,66.07629305,29.9149466,94.97398896
Mississippi,78_MSI_OO,78,America_N,USA,795,25,1,1,7,6,7,11,124047.935,MAINL,1,NA,22.85147929,32190,173.298727,1454.101323,32.75582597,-89.67327133,16.80873336,97.2,33.35750399,45.28655367,86.45243843
Missouri,74_MSO_OO,74,America_N,USA,891,4,0,1,7,8,6,8,180418.4312,MAINL,0,NA,31.24129255,38125,124.3107663,1040.029587,38.37437865,-92.49049605,65.15047393,100,27.35790393,34.522796,91.84886916
Mauritania,22_MTN_OO,22,Africa,Mauritania,84,NA,0,3,NA,1,6,NA,1038476.244,MAINL,1,NA,2.535624507,1201.8,276.5105399,91.10892999,20.25990345,-10.33225759,0.422772711,66.7,2.626397398,1.198509475,0.749879437
Mexico_Distrito_Federal,79_MXC_DF,79,America_N,Mexico,76,4,0,0,3,10,6,NA,1340.683588,MAINL,0,NA,6141.507871,8286.94,138.7204819,926.7277108,19.27289093,-99.1287943,NA,NA,64.1060241,63.15180723,83.1060241
Mexico_State,79_MXC_ME,79,America_N,Mexico,104,2,0,0,11,8,6,1,21611.78953,MAINL,0,NA,622.6249155,8286.94,155.1255047,967.193435,19.36016639,-99.63188737,78.08673102,82.6,58.58591297,57.42631225,78.16255421
Morelos,79_MXC_MO,79,America_N,Mexico,66,8,0,3,11,7,6,NA,5001.573226,MAINL,0,NA,367.3793586,8380,217.5571405,957.57562,18.75832012,-99.07010981,NA,72.1,50.58388718,40.63284163,58.99481277
Puebla,79_MXC_PU,79,America_N,Mexico,93,1,0,1,7,4,6,NA,34229.46785,MAINL,0,NA,143.1588751,7866,183.9915136,1022.851949,19.00092067,-97.88545764,72.05582966,69.7,53.16897147,39.47644375,51.9623431
Tlaxcala,79_MXC_TL,79,America_N,Mexico,39,2,0,0,2,4,6,NA,4091.477953,MAINL,0,NA,338.3302056,6221,137.8348787,753.5176563,19.41546267,-98.13974237,57.91864463,54.9,66.14736634,56.57368317,78.83685145
Aguascalientes,79_MXE_AG,79,America_N,Mexico,28,1,0,0,5,2,6,NA,5598.890215,MAINL,0,NA,169.5926364,12449,170.9472415,543.4631967,22.01122575,-102.3623764,35.5490315,46.7,24.49808538,46.23911502,47.92086229
Coahuila,79_MXE_CO,79,America_N,Mexico,56,1,1,0,13,6,8,2,150583.4654,MAINL,1,NA,13.65768574,15162,199.2801357,339.5828732,27.30685243,-102.0336915,16.11146754,82.9,17.02899804,41.50745808,32.66983698
Chihuahua,79_MXE_CU,79,America_N,Mexico,66,1,0,0,12,5,7,1,247607.1088,MAINL,0,NA,12.69170568,11682,163.7460799,454.8538667,28.80285297,-106.4443395,15.58927378,90.5,22.00287274,37.11371723,38.49704384
Durango,79_MXE_DU,79,America_N,Mexico,52,NA,1,2,8,5,6,NA,120400.294,MAINL,0,NA,14.60395313,10306,171.2475272,632.6216537,24.93494206,-104.920038,26.6251107,80,37.42243046,49.220589,58.52132036
Guanajuato,79_MXE_GU,79,America_N,Mexico,57,4,0,0,8,3,6,NA,30389.18443,MAINL,0,NA,154.4325655,9607,179.9183759,648.0659575,20.89378567,-101.0210804,35.60913817,33.3,47.31696464,51.67679507,69.48202954
Hidalgo,79_MXE_HI,79,America_N,Mexico,61,16,0,1,13,4,6,1,21194.78304,MAINL,0,NA,101.4087253,7824,171.0783965,915.2448423,20.47097878,-98.87119546,88.68503515,97.2,54.13180906,56.12367036,76.94446758
Nuevo_Leon,79_MXE_NL,79,America_N,Mexico,72,7,1,1,14,5,7,NA,65058.66325,MAINL,0,NA,60.6619272,21620.74,206.7337721,548.4742563,25.57799528,-99.95925882,42.40777236,96.1,52.45123313,52.40808544,58.29133007
Queretaro,79_MXE_QU,79,America_N,Mexico,58,3,0,2,5,4,6,NA,12067.03606,MAINL,0,NA,114.9967484,13624.14,181.748873,733.075842,20.84527276,-99.84580705,67.91639258,75.4,60.49204455,62.40884381,72.20558207
San_Luis_Potosi,79_MXE_SL,79,America_N,Mexico,65,6,1,1,9,5,6,2,63979.20346,MAINL,0,NA,37.29585195,9903.81,195.2161427,620.0700746,22.61555664,-100.4381633,46.6111204,89.7,47.37362841,52.63977857,58.54937722
Tamaulipas,79_MXE_TA,79,America_N,Mexico,77,13,1,2,13,7,7,2,79347.21984,MAINL,1,NA,34.92362784,12718,229.4656545,749.1693217,24.29725009,-98.62172897,30.98872662,93.8,57.45101268,43.37593539,61.19498589
Zacatecas,79_MXE_ZA,79,America_N,Mexico,51,NA,1,0,3,3,6,NA,74818.41551,MAINL,0,NA,18.47609142,8200,172.0846912,457.5334938,23.30936554,-102.6996886,24.16956489,56.4,33.9433149,51.01265743,55.27832678
Veracruz,79_MXG_VC,79,America_N,Mexico,124,24,1,2,8,4,8,4,71169.47337,MAINL,1,NA,104.3691465,8284,238.9120103,1714.279736,19.37738436,-96.405429,52.21873224,98.8,52.14895982,54.75762835,71.96169378
Guadalupe_I.,79_MXI_GU,79,America_N,Mexico,NA,NA,0,0,NA,2,1,NA,317.6785878,ISL,1,258480.8952,0,11940,156.9904306,141.6698565,29.05807508,-118.3091269,NA,NA,NA,0,9
Rocas_Alijos,79_MXI_RA,79,America_N,Mexico,NA,NA,0,0,NA,0,0,NA,0.026504449,ISL,1,282949.836,0,NA,203,85,24.95248844,-115.7498277,NA,NA,NA,NA,NA
Revillagigedo_Is.,79_MXI_RG,79,America_N,Mexico,47,1,0,0,NA,1,7,NA,227.5279258,ISL,1,400022.1714,0,NA,237.2614841,291.3922261,18.77973887,-111.4100739,NA,NA,NA,NA,52
Baja_California,79_MXN_BC,79,America_N,Mexico,NA,6,2,0,16,12,7,5,72476.27598,MAINL,1,NA,34.07581879,11540.14,180.1752078,182.3680312,30.54739874,-115.0786762,28.39977048,97.1,56.95401388,63.70721687,73.77187134
Baja_California_Sur,79_MXN_BS,79,America_N,Mexico,NA,5,2,2,5,4,7,4,72116.56447,MAINL,1,NA,5.535109639,12689,212.8628457,163.5871693,25.91951902,-112.0439746,41.87912242,96.7,61.54539232,44.45224317,61.67537801
Sinaloa,79_MXN_SI,79,America_N,Mexico,59,7,0,2,7,4,6,1,57566.03125,MAINL,1,NA,44.66787448,10247,238.9089879,770.5385196,25.02149419,-107.48362,22.62397787,80.5,57.95504992,50.52728117,68.5231948
Sonora,79_MXN_SO,79,America_N,Mexico,63,6,2,0,12,5,8,3,180650.6786,MAINL,1,NA,12.512614,12928,210.0347477,382.6518718,29.71215807,-110.816409,26.36557214,94.6,37.86291074,45.74956951,63.02056439
Colima,79_MXS_CL,79,America_N,Mexico,42,1,0,1,2,2,6,2,5749.713996,MAINL,0,NA,96.12377535,11467,247.578046,972.8843346,19.13757732,-103.9175546,NA,73.7,23,62,61
Guerrero,79_MXS_GR,79,America_N,Mexico,57,13,0,2,9,2,6,2,64436.60161,MAINL,1,NA,49.26242453,5888,241.823723,1237.053511,17.66720265,-99.90256068,49.72447727,73.8,41.67774776,39.92978814,57.05485568
Jalisco,79_MXS_JA,79,America_N,Mexico,95,12,0,2,9,3,6,NA,79621.59556,MAINL,1,NA,83.95925234,11486,199.1021029,926.8124943,20.59876629,-103.6219003,47.80379574,98.4,48.48804957,63.94398314,70.696772
Michoacan,79_MXS_MI,79,America_N,Mexico,92,4,0,1,14,3,6,NA,59405.22433,MAINL,1,NA,70.31833823,7416,212.5935578,994.9836155,19.21129264,-101.8797259,54.33317493,69.5,28.3850118,41.980689,46.74225578
Nayarit,79_MXS_NA,79,America_N,Mexico,49,7,0,1,7,4,7,4,27510.63008,MAINL,1,NA,NA,7347,222.3224232,1135.777848,21.84691881,-104.9188405,37.75741377,78.7,58.02883001,58.377558,73.94967967
Oaxaca,79_MXS_OA,79,America_N,Mexico,166,5,0,2,9,3,6,3,92409.27888,MAINL,1,NA,37.83728715,5479,213.6869786,1421.529268,16.95950336,-96.43151589,51.62382734,71.9,45.48170419,49.16862213,70.73383075
Campeche,79_MXT_CA,79,America_N,Mexico,53,5,0,3,6,2,6,1,50102.1149,MAINL,1,NA,13.43684078,84158,259.6329249,1268.653196,18.87271414,-90.43363975,43.8253071,56.9,56.44214542,47.19538651,77.57418124
Chiapas,79_MXT_CI,79,America_N,Mexico,92,13,0,1,8,3,6,2,73487.14665,MAINL,1,NA,55.42591295,5130,231.8605505,2012.069139,16.4988661,-92.46536864,71.65815946,97.6,75.33420334,59.65141563,73.55370415
Quintana_Roo,79_MXT_QR,79,America_N,Mexico,41,18,0,3,1,2,6,2,51073.47375,MAINL,1,NA,16.33557963,14307,256.1179918,1201.750194,19.55871322,-88.2542752,41.35742322,84.7,65.40298104,44.09406495,83.38261189
Tabasco,79_MXT_TB,79,America_N,Mexico,47,13,0,3,9,2,6,3,24006.65869,MAINL,1,NA,76.28723879,22159,262.9343851,2116.222154,17.94567288,-92.57568966,39.9251493,70.7,76.28434266,65.00824427,86.0964207
Yucatan,79_MXT_YU,79,America_N,Mexico,54,15,0,4,1,3,6,4,37880.7742,MAINL,1,NA,44.50009916,9599.41,257.6894037,1025.383838,20.77846762,-88.94002484,62.55469419,66.2,57.851022,44.11424887,59.78448075
Myanmar,41_MYA_OO,41,Asia_Trop,Myanmar,NA,8,NA,NA,13,1,5,3,668127.9218,MAINL,1,NA,70.78144798,1421.5,231.5621583,1996.044283,21.14042438,96.50882912,2.269039146,74.7,27.31640433,2.244467998,6.116086614
Namibia,27_NAM_OO,27,Africa,Namibia,275,1,0,2,9,3,20,NA,804650.9794,MAINL,1,NA,NA,4244.89,198.0679278,275.1285022,-22.23553957,17.07189693,23.79223283,69.2,10.06862883,15.25225446,22.2709644
KwaZulu-Natal,27_NAT_OO,27,Africa,South_Africa,610,2,NA,NA,12,7,16,2,92727.65142,MAINL,1,NA,NA,5835.86,178.5531449,867.8218014,-28.7085677,30.72508497,81.0897769,100,37.67046963,11.48972037,85.81851731
New_Brunswick,72_NBR_OO,72,America_N,Canada,586,1,NA,NA,1,6,8,6,72841.24402,MAINL,1,NA,9.812158201,29484,40.79798931,1104.562435,46.63101173,-66.37001739,39.11781037,46.2,54.51860451,20.68209203,91.71134485
North_Carolina,78_NCA_OO,78,America_N,USA,1106,13,0,2,8,7,8,13,128224.6348,MAINL,1,NA,62.48905997,36268,147.7723076,1261.171479,35.54958921,-79.38015679,11.75830131,100,32.93249705,20.00084114,90.75270555
Nicobar_Is.,41_NCB_OO,41,Asia_Trop,Andaman_Nicobar,NA,4,NA,NA,NA,6,9,2,1865.892844,ISL,1,500140.3336,54.58988903,NA,270.7428311,2355.533455,7.507164884,93.60166544,NA,NA,12,89,29
Chechnya,33_NCS_CH,33,Asia_Temp,Russia,NA,NA,NA,NA,NA,1,4,NA,15843.8175,MAINL,0,NA,76.12397322,NA,91.83067131,566.4117973,43.30371203,45.76161363,5.63581779,NA,50.87491105,1.889459951,0.779196647
Dagestan,33_NCS_DA,33,Asia_Temp,Russia,NA,NA,NA,NA,NA,1,5,NA,49664.88229,MAINL,0,NA,40.83395171,5864.24,81.00089876,484.7808172,43.02471998,46.87426751,0.868461865,NA,13.13969974,0.62199043,0.849287324
Ingushetiya,33_NCS_IN,33,Asia_Temp,Russia,NA,NA,NA,NA,NA,0,4,NA,3460.703089,MAINL,0,NA,94.38182075,NA,77.39477977,770.2767809,43.19114596,44.90170161,NA,NA,60,1.355084285,6.804241436
Kabardino-Balkariya,33_NCS_KB,33,Asia_Temp,Russia,NA,NA,NA,NA,NA,0,5,NA,12173.07226,MAINL,0,NA,75.30049915,NA,54.28985284,771.1400297,43.49182178,43.3939595,2.677354115,NA,56.76962519,2.558888376,4.557145055
Karacheyevo-Cherkessiya,33_NCS_KC,33,Asia_Temp,Russia,NA,NA,NA,NA,NA,0,6,NA,14446.84595,MAINL,0,NA,32.37355035,5414.41,49.58402168,859.4137412,43.75837868,41.74331547,NA,NA,34.92768739,0.361516711,6.995040096
Krasnodar,33_NCS_KR,33,Asia_Temp,Russia,NA,NA,NA,NA,NA,3,5,NA,82931.33336,MAINL,1,NA,62.66154605,11474.72,107.5161835,724.2831568,45.19493574,39.51470238,0.756399102,NA,34.73860736,0.11092162,18.89089981
Severo-Osetiya,33_NCS_SO,33,Asia_Temp,Russia,NA,NA,NA,NA,NA,0,4,NA,8091.460052,MAINL,0,NA,91.78104609,NA,60.46185487,848.3750097,43.1044631,44.26510476,18.50409038,NA,63.00814901,1.752037253,8.746604579
Stavropol,33_NCS_ST,33,Asia_Temp,Russia,NA,NA,NA,NA,NA,1,7,NA,66829.26258,MAINL,0,NA,42.49557154,NA,98.55579745,455.5580201,44.95141653,43.35253517,0.460116572,NA,15.55205363,0.993286634,4.199652035
North_Dakota,74_NDA_OO,74,America_N,USA,340,NA,NA,NA,4,7,9,5,182559.1808,MAINL,1,NA,3.477335964,44435,46.17720267,437.5128027,47.44750074,-100.4594152,16.18231914,96,16.46930099,32.41889401,76.53972213
Nebraska,74_NEB_OO,74,America_N,USA,486,1,1,0,6,6,7,8,200155.872,MAINL,0,NA,8.674658983,40958,91.81184533,576.1917888,41.52790501,-99.79214759,21.77251655,100,56.05677283,47.98516439,85.54511949
Nepal,40_NEP_OO,40,Asia_Trop,Nepal,154,3,0,0,3,1,4,1,147198.9748,MAINL,0,NA,169.0265018,999.76,141.2849023,1376.588231,28.25300794,83.938516,12.26917489,83,0.122460077,4.26816869,15.91873272
Netherlands,11_NET_OO,11,Europe,Netherlands,230,1,2,3,20,10,12,17,35787.07354,MAINL,1,NA,438.5309283,38189.65,92.79952834,781.9462451,52.25357257,5.600984813,100,100,68.14404894,83.5144668,85.86526642
Nevada,76_NEV_OO,76,America_N,USA,431,3,3,3,15,7,10,3,286607.8625,MAINL,0,NA,7.012880175,38269,91.55032641,249.1776841,39.35827474,-116.6521158,25.95620354,100,55.86620334,57.80454818,82.95429338
Lord_Howe_I.,50_NFK_LH,50,Australasia,Norfolk_Island,NA,6,1,1,NA,10,4,2,12.62511595,ISL,1,572249.4655,14.20940305,41107.48,188.7777778,1531.444444,-31.55576211,159.0788283,NA,NA,NA,NA,NA
Norfolk_I.,50_NFK_NI,50,Australasia,Norfolk_Island,271,13,0,1,NA,11,7,3,50.57219437,ISL,1,1393775.327,31.60771366,33394.1,193.1323529,1231.470588,-29.03719883,167.9528661,NA,NA,NA,NA,NA
Newfoundland,72_NFL_NE,72,America_N,Canada,415,NA,NA,NA,1,3,13,6,111874.2977,ISL,1,19278.02067,4.126783519,33941.54,34.9796769,1248.653878,48.72054151,-56.02873455,19.19566049,100,50,0.610233276,64.29766094
St._Pierre-Miquelon,72_NFL_SP,72,America_N,Saint-Pierre_and_Miquelon,198,NA,1,0,NA,1,2,NA,259.4455253,ISL,1,391395.9817,13.3440946,31299.3,49.65759637,1356.029478,46.92888261,-56.30527649,NA,NA,NA,NA,NA
Nigeria,22_NGA_OO,22,Africa,Nigeria,193,5,0,1,3,1,6,3,908619.0421,MAINL,1,NA,128.523253,1929.38,264.1155218,1174.030953,9.593624582,8.105318389,3.994215053,85.9,2.401397042,2.36547015,2.828502688
Niger,22_NGR_OO,22,Africa,Niger,37,1,NA,NA,NA,0,6,NA,1182025.788,MAINL,0,NA,9.945330854,502.51,271.0273871,133.8480471,17.42632346,9.397650573,0.886879684,88,2.132717796,1.10233469,0.698637718
Nicaragua,80_NIC_OO,80,America_S,Nicaragua,671,12,0,2,4,2,7,2,128124.0677,MAINL,1,NA,38.47933724,2189.42,250.704637,2292.535245,12.839712,-85.03470963,43.08679024,94.1,24.24149152,33.39312006,61.20847876
Bonaire,81_NLA_BO,81,America_S,Carribean_Netherlands,54,7,2,2,NA,4,7,NA,318.4929599,ISL,1,86526.16812,30.25247419,18090.4,274.6155844,455.7168831,12.18797808,-68.28454164,NA,NA,20,31,45
Curacao,81_NLA_CU,81,America_S,Curacao,47,13,2,2,1,5,8,NA,473.4896825,ISL,1,65800.69352,263.7302244,20001,272.9767442,560.5796064,12.18779752,-68.96749055,NA,NA,11.37745975,18.06618962,30.34168157
Nansei-shoto,38_NNS_OO,38,Asia_Temp,Japan,NA,30,NA,NA,20,7,14,NA,2107.888929,ISL,1,346831.3186,506.9829716,21393,225.4289377,2191.372527,25.77340565,126.6998898,NA,NA,60.59786477,6.033500838,16.29313233
Norway,10_NOR_OO,10,Europe,Norway,595,NA,1,0,10,4,8,4,296271.9369,MAINL,1,NA,13.52098862,50490.91,11.75613852,990.184788,64.47682573,14.32743333,100,100,58.45709734,63.95529664,94.56567651
Nauru,60_NRU_OO,60,Pacific,Nauru,368,NA,0,1,1,1,7,NA,28.91642054,ISL,1,2859704.712,368.2351111,6233.9,277.3939394,2060.121212,-0.522073311,166.9300834,NA,NA,NA,NA,NA
Nova_Scotia,72_NSC_OO,72,America_N,Canada,674,1,NA,NA,1,4,8,7,55340.08893,MAINL,1,NA,15.74105201,29686,57.72668151,1336.759451,45.14835243,-63.30227022,84.65980778,100,74.31048684,22.75444918,91.33159288
Australian_Capital_Territory,50_NSW_CT,50,Australasia,Australia,NA,NA,0,1,7,0,12,NA,2344.606082,MAINL,0,NA,136.2267838,NA,107.6135079,899.3635823,-35.50859976,148.9969681,NA,NA,77.55281166,92.62154121,88.64028563
New_South_Wales,50_NSW_NS,50,Australasia,Australia,1820,7,1,2,17,22,18,9,802419.7366,MAINL,1,NA,7.911096416,40423.15,171.4614427,574.9048596,-32.17021086,147.0127743,85.14212487,100,75.69970393,82.67940008,88.94827425
Northern_Territory,50_NTA_OO,50,Australasia,Australia,172,13,1,3,5,5,18,8,1348777.592,MAINL,1,NA,0.149358649,49603,248.2037405,555.8923116,-19.41428342,133.3652138,71.18078623,90.3,40.21165235,54.45458424,75.46493364
Niue,60_NUE_OO,60,Pacific,Niue,NA,16,0,1,1,0,7,NA,252.7216972,ISL,1,3839566.449,5.523142083,33394.1,245.8608414,2037.469256,-19.05190358,-169.8685868,NA,NA,NA,NA,NA
Nunavut,70_NUN_OO,70,America_N,Canada,14,NA,NA,NA,0,2,7,3,1742199.849,MAINL,1,NA,0.011822665,55778.09,-140.5307613,202.2473388,68.86334833,-92.41081059,3.939180957,100,14.32610178,3.576356365,36.59803668
New_Caledonia,60_NWC_OO,60,Pacific,New_Caledonia,67,34,1,3,9,7,9,11,19230.99039,ISL,1,978154.6341,9.191245605,36789,218.9294103,1621.085239,-21.29461419,165.6718498,NA,100,NA,21.05163872,24.06383384
Irian_Jaya,43_NWG_IJ,43,Asia_Trop,Indonesia,NA,13,NA,NA,NA,1,11,6,411329.9141,ISL,1,235449.7585,5.287488309,3137.4,245.2595746,3074.639933,-4.037867614,137.3320658,4.615195485,NA,6.028669688,4.11202459,5.828153232
Papua_New_Guinea,43_NWG_PN,43,Asia_Trop,Papua_New_Guinea,NA,19,1,3,16,1,13,4,405099.9236,ISL,1,152198.9397,10.68402378,1418.9,235.4691294,3010.967719,-6.668750684,144.3719717,21.18866155,NA,34.777532,27.12523327,28.62706941
New_Hampshire,75_NWH_OO,75,America_N,USA,678,2,1,0,3,8,7,7,24201.10994,MAINL,1,NA,51.23440607,45272,58.09719189,1130.904529,43.68999511,-71.5792793,45.55914309,90.9,77.63337791,66.63848623,96.50163145
New_Jersey,75_NWJ_OO,75,America_N,USA,1174,3,0,3,6,7,8,14,19835.63794,MAINL,1,NA,414.4451122,52981,111.6947828,1155.72696,40.18920093,-74.66262909,64.63664806,96.6,59.65676996,34.49699641,97.54129392
New_Mexico,77_NWM_OO,77,America_N,USA,558,9,1,2,5,5,14,8,315094.9299,MAINL,0,NA,5.823703988,34543,115.1007373,353.6991688,34.42306424,-106.1076877,33.22793258,95.8,66.39060276,58.07932221,83.73215817
Northwest_Territories,70_NWT_OO,70,America_N,Canada,118,NA,NA,NA,0,2,7,3,1347862.936,MAINL,1,NA,0.028487543,55778.09,-96.77011698,255.3995816,66.33106742,-118.9823435,9.685574501,100,24.2743885,4.094939118,32.59205209
New_York,75_NWY_OO,75,America_N,USA,1598,6,0,3,10,11,8,18,137027.9773,MAINL,1,NA,132.8922145,50347,71.33754792,1029.946285,42.99492034,-75.69458709,23.66026132,100,60.37757187,64.28527708,95.64591476
New_Zealand_North,51_NZN_OO,51,Australasia,New_Zealand,NA,22,NA,NA,18,42,27,35,114622.3446,ISL,1,1820949.273,23.65780325,NA,126.732046,1613.161665,-38.57756133,175.7272178,NA,NA,9.405388784,30.45755536,75.46621082
New_Zealand_South,51_NZS_OO,51,Australasia,New_Zealand,NA,7,NA,NA,13,37,24,21,152912.8349,ISL,1,1646262.564,5.781988509,NA,85.65126672,1682.364778,-44.02210597,170.4796022,NA,NA,NA,0,72.44442637
